1	51640000	51930000
3	45840000	46030000
1	203480000	204240000
3	102350000	103210000
5	153990000	154600000
20	47230000	47590000
11	2900000	3220000
1	101700000	102150000
17	77780000	78590000
9	28710000	28940000
1	32350000	32400000
20	300000	1020000
15	35410000	35810000
4	890000	1100000
4	162500000	163020000
2	10000	70000
12	17940000	18450000
16	85880000	85990000
11	67430000	67590000
1	195530000	196210000
7	115540000	116080000
7	140830000	140900000
3	48030000	48130000
4	111450000	112000000
9	137580000	137830000
16	2730000	2850000
1	181580000	181750000
1	16110000	16340000
2	72160000	72470000
13	103670000	103930000
16	29870000	30170000
6	28770000	28850000
7	129450000	129880000
8	111480000	111750000
9	70870000	71180000
2	194540000	194800000
5	18670000	19160000
6	126860000	127200000
2	27270000	27470000
17	16930000	17440000
16	24690000	25430000
1	117560000	117680000
12	55660000	55890000
16	15550000	15860000
12	108330000	108620000
8	18540000	18820000
10	67240000	67470000
1	235900000	236220000
18	35050000	35760000
19	33050000	33440000
2	176060000	176130000
17	41900000	42210000
3	68710000	68860000
13	68340000	68760000
10	96430000	96710000
13	92780000	92920000
2	45470000	46020000
4	1570000	1750000
4	182370000	182710000
21	26270000	27210000
4	74510000	75200000
10	69000000	69380000
1	40770000	41090000
3	121140000	121240000
5	144540000	144620000
1	9760000	10160000
5	179670000	180000000
2	49900000	50200000
22	44420000	45380000
9	104410000	104620000
16	76570000	76920000
4	164570000	164640000
2	3200000	3340000
16	22120000	22330000
14	62490000	63250000
22	39390000	39650000
4	33140000	33150000
9	128340000	128850000
1	102870000	103460000
4	93650000	93910000
4	119940000	119990000
1	212100000	212360000
14	39730000	39920000
2	25190000	25320000
17	4280000	4930000
10	74680000	75040000
20	40690000	41620000
2	46800000	47100000
7	125010000	125170000
3	42020000	42130000
17	3740000	3850000
7	46340000	46570000
12	107360000	107510000
2	241610000	241770000
4	188780000	189050000
3	179980000	180100000
13	58830000	59820000
14	102610000	103220000
1	117960000	118180000
17	50030000	51030000
20	4880000	5260000
2	127030000	127090000
9	8860000	9600000
7	8750000	9100000
8	23950000	24270000
10	64290000	64710000
16	56600000	56900000
7	149580000	149840000
4	149270000	149340000
1	7860000	8300000
1	159880000	160250000
6	90720000	91100000
5	31230000	31310000
10	30000000	30120000
21	41960000	42600000
17	28310000	28800000
4	10010000	10150000
12	60060000	60230000
1	39850000	40100000
17	53110000	53250000
17	66780000	67300000
18	64050000	64490000
16	10750000	11100000
3	196000000	196270000
14	89180000	89780000
2	20610000	20680000
16	27440000	28230000
2	231410000	231780000
16	57730000	58210000
2	136170000	136340000
18	36040000	36240000
16	88980000	89280000
6	38410000	38560000
22	30200000	30290000
11	123840000	124330000
9	115230000	115400000
10	73880000	74130000
3	175470000	175770000
5	98060000	98340000
13	37830000	37970000
16	69590000	69940000
17	44270000	44620000
17	56980000	57500000
2	194900000	195070000
6	32040000	32330000
13	91690000	91960000
11	88520000	88840000
14	92210000	92850000
6	115610000	115870000
18	42100000	42400000
14	40000000	40130000
11	65100000	65430000
18	79400000	79490000
4	118040000	118270000
6	41270000	42210000
1	98950000	99400000
11	117140000	117410000
11	114050000	114130000
14	46880000	46960000
6	133160000	133780000
6	114090000	114220000
20	33710000	34040000
4	81160000	81410000
3	184290000	184700000
1	76700000	76940000
9	30190000	30450000
9	128890000	129100000
10	760000	1210000
9	118030000	118240000
14	43760000	43930000
11	65880000	66090000
14	105370000	105500000
7	1040000	1230000
19	49590000	49670000
17	7090000	8080000
11	34100000	34360000
4	84710000	84980000
5	97870000	97980000
3	181090000	181470000
11	57350000	57480000
10	66530000	67020000
22	37590000	37780000
3	96650000	97200000
13	43310000	43550000
4	96470000	96900000
8	102370000	102760000
14	99280000	99610000
17	3940000	4160000
1	46400000	46710000
10	42980000	43400000
6	101490000	101640000
4	175730000	176580000
4	155100000	155290000
4	137130000	138070000
9	132190000	132890000
10	124100000	124690000
9	1320000	1450000
12	88050000	88790000
7	4620000	4910000
13	81070000	81840000
9	130030000	130700000
5	101700000	101920000
5	125800000	126050000
7	123140000	123470000
19	47150000	47380000
5	51970000	52490000
20	55290000	55500000
20	33290000	33680000
1	213470000	213620000
15	78090000	78570000
17	58220000	58450000
3	96100000	96340000
1	187900000	188030000
19	16970000	17120000
22	39150000	39280000
3	147610000	147710000
4	103780000	104060000
14	67460000	67550000
10	56070000	56430000
19	2730000	2850000
7	156690000	156900000
14	92960000	93290000
19	45250000	46050000
14	44110000	44420000
2	150310000	151290000
7	66030000	66280000
12	49520000	49590000
8	110200000	110260000
9	33850000	34520000
5	98420000	98620000
11	22320000	22510000
2	127790000	128580000
12	113160000	113430000
2	28890000	29080000
1	35980000	36260000
1	12480000	12700000
12	25850000	26230000
7	120350000	120860000
1	108920000	109320000
2	230860000	230990000
8	87870000	88080000
6	91260000	91600000
2	198680000	199070000
15	41930000	42210000
4	165440000	165740000
9	92620000	92680000
3	49700000	49800000
7	6610000	6650000
1	37920000	37930000
3	172750000	173680000
18	12630000	13010000
11	7150000	7360000
16	23380000	24050000
14	105060000	105110000
4	164150000	164190000
14	65000000	65350000
14	42080000	42410000
2	162680000	163020000
15	47530000	47920000
19	15970000	16120000
7	103490000	103730000
12	99150000	99290000
19	41600000	42310000
17	8390000	9360000
6	94560000	94640000
1	78850000	79110000
3	103280000	103890000
3	21400000	21940000
2	107370000	107660000
19	54000000	54220000
13	36070000	37030000
2	209470000	209930000
7	36750000	37090000
4	136380000	136880000
6	68290000	68510000
17	45280000	45420000
11	41940000	42030000
1	51170000	51380000
6	137690000	137770000
5	166940000	167810000
11	38640000	39390000
10	117870000	118230000
13	92350000	92750000
12	51770000	52360000
12	122810000	123050000
5	101280000	101350000
6	48940000	49680000
4	35180000	35930000
3	52730000	53300000
8	22690000	23150000
17	77450000	77760000
17	82400000	82500000
8	37760000	38140000
4	70080000	70290000
6	13380000	13530000
19	43560000	43900000
9	100990000	101030000
21	21100000	21580000
9	131420000	131640000
3	83570000	84190000
1	82490000	82820000
15	90820000	91160000
6	42840000	43300000
2	193940000	194440000
5	25600000	25890000
3	190080000	190150000
6	11330000	11370000
12	40290000	41060000
10	133240000	133410000
3	7700000	7790000
12	121610000	122400000
6	77410000	77620000
15	41440000	41540000
19	17320000	17410000
7	113050000	113450000
22	19100000	19760000
8	132740000	133280000
10	66120000	66380000
2	38340000	38510000
21	29230000	30120000
8	144660000	144840000
17	21080000	21280000
9	105820000	105960000
2	115740000	116100000
18	48780000	49080000
18	64580000	65130000
14	72870000	73360000
1	104340000	104720000
7	116810000	116920000
4	163860000	164010000
8	50580000	50650000
20	57390000	57800000
14	21260000	21680000
4	170790000	171190000
18	71800000	72330000
14	42440000	42780000
2	18280000	18430000
8	36640000	37090000
3	196700000	197040000
1	151140000	151810000
5	44800000	45190000
2	146240000	146380000
1	186520000	187050000
19	55010000	55090000
3	118380000	118830000
10	64720000	65100000
7	145240000	145560000
1	156220000	156530000
20	12810000	13060000
19	44620000	44920000
6	14930000	15580000
5	32130000	32540000
7	128660000	128850000
7	85580000	85850000
1	214750000	215160000
8	38430000	38960000
2	22320000	22700000
17	76920000	77410000
5	128550000	128930000
7	5430000	5730000
8	136580000	136790000
2	156910000	157050000
12	23600000	23740000
2	185980000	186300000
9	29280000	29450000
16	8550000	8830000
7	14710000	15060000
10	78990000	79400000
10	69740000	70670000
6	65660000	66180000
2	80320000	80550000
10	110400000	110500000
13	89540000	90480000
2	225360000	226350000
7	156920000	156930000
2	47110000	47890000
13	69250000	69450000
3	128350000	128700000
12	59330000	59420000
2	184630000	184920000
14	102040000	102220000
16	88420000	88470000
15	59260000	59460000
4	113190000	113370000
2	18770000	19040000
3	47320000	47500000
1	67160000	67410000
1	221540000	221860000
9	27730000	28060000
5	850000	970000
4	180500000	181370000
18	3840000	4260000
8	82180000	82890000
4	37600000	37750000
13	68970000	69240000
21	42810000	42990000
2	85230000	85420000
3	46350000	46460000
8	114680000	114790000
13	93530000	94250000
16	68760000	69350000
13	78710000	78940000
18	23340000	23560000
11	41180000	41330000
2	123150000	123240000
11	59980000	60070000
20	3580000	4200000
3	164130000	164490000
10	14700000	14970000
6	170300000	170560000
11	97940000	98150000
1	95720000	96010000
19	12680000	13070000
14	74530000	75040000
1	188810000	189100000
7	44050000	44700000
3	95480000	95820000
1	189590000	190300000
12	41420000	41600000
6	153530000	153650000
5	138170000	138670000
18	77140000	77190000
2	214220000	214420000
1	1130000	1240000
15	89970000	90130000
2	80840000	81020000
8	121110000	121290000
6	145180000	145610000
13	70150000	70600000
20	50100000	50700000
9	129560000	129780000
2	82300000	82420000
3	65580000	65680000
4	130260000	130400000
4	181760000	181900000
19	34870000	35350000
11	22930000	23050000
4	96170000	96290000
13	64870000	65730000
5	65210000	65370000
1	90720000	90740000
13	82110000	82690000
1	225670000	226550000
6	119800000	120340000
9	94710000	95060000
3	147250000	147340000
6	145880000	146810000
6	65080000	65300000
2	140660000	140760000
17	1840000	2470000
10	102180000	102430000
12	72180000	72480000
19	15700000	15740000
16	89800000	89890000
12	131540000	131650000
14	46430000	46660000
14	93670000	94170000
19	14980000	15310000
2	43020000	43140000
11	101070000	101180000
4	138120000	138260000
6	93840000	94000000
17	51760000	52380000
7	108570000	109280000
17	35690000	36110000
8	78570000	78910000
5	440000	560000
2	34110000	34470000
18	66130000	66600000
5	30500000	30860000
1	74450000	75020000
1	26900000	27020000
2	211270000	211460000
11	56150000	56460000
1	153480000	154200000
19	10340000	10600000
12	131890000	132070000
14	53610000	53850000
3	37000000	37240000
7	110020000	110210000
13	37610000	37790000
11	87840000	87920000
12	52830000	53190000
13	62190000	62490000
15	36440000	37090000
7	5170000	5260000
18	80090000	80260000
6	103750000	103800000
5	114420000	114460000
1	28650000	28880000
2	100450000	100610000
12	86930000	87170000
16	48540000	48620000
11	2150000	2200000
16	67620000	68020000
1	26500000	26580000
5	6610000	6810000
4	36800000	37060000
12	109410000	110040000
2	83450000	83720000
12	15060000	15570000
6	103010000	103140000
7	55870000	56140000
7	155410000	155710000
21	33850000	34020000
4	158140000	158160000
14	38220000	38770000
10	83230000	83540000
4	1870000	1990000
2	172080000	172180000
13	64440000	64770000
16	9040000	9220000
3	50150000	50280000
6	5990000	6010000
3	144680000	145180000
2	188130000	188490000
18	73180000	73310000
5	113880000	114350000
12	97840000	97920000
7	127970000	128280000
14	68580000	69040000
15	67910000	68230000
5	57530000	57820000
1	38950000	39010000
1	240630000	241380000
11	89430000	89550000
7	158470000	159010000
1	19280000	19400000
5	1750000	1830000
3	183230000	184190000
1	34820000	34910000
3	11490000	11630000
16	24130000	24240000
7	98010000	98300000
2	232390000	232720000
12	30350000	30570000
12	81310000	81560000
6	33360000	33440000
1	12070000	12300000
4	31910000	32280000
14	40660000	40820000
2	192570000	192800000
20	58250000	58560000
18	71010000	71190000
1	11240000	11910000
5	132930000	133070000
2	30270000	30480000
3	182260000	182690000
16	28470000	28600000
6	114610000	114700000
4	154160000	154770000
10	107850000	108040000
8	88990000	89140000
9	118300000	118450000
3	145260000	145750000
17	40200000	40500000
3	110180000	110610000
2	85620000	85940000
4	63990000	64270000
2	214860000	215110000
4	147480000	147890000
12	48900000	49120000
3	193270000	193380000
14	43170000	43310000
4	61980000	62230000
5	97350000	97450000
4	129200000	129250000
8	28120000	28210000
9	28300000	28650000
18	53540000	53820000
1	17010000	17140000
4	146670000	147070000
22	50230000	50380000
5	142280000	142570000
11	13290000	13360000
15	50350000	50820000
22	38400000	38760000
11	46130000	46800000
22	29540000	30130000
9	114360000	114580000
3	190630000	190900000
2	125130000	125340000
7	66700000	66780000
6	30750000	31260000
2	127220000	127770000
1	166800000	166850000
17	14300000	14390000
3	80170000	80730000
14	91450000	91620000
5	22760000	22930000
12	70500000	70730000
13	22600000	22850000
10	82990000	83040000
16	30000	290000
15	87530000	87770000
2	153830000	154140000
2	117940000	118010000
15	87020000	87210000
5	15610000	16050000
1	234860000	235160000
15	73830000	74030000
3	11280000	11480000
8	129980000	130030000
12	16460000	16670000
7	51960000	52250000
6	73190000	73480000
1	226730000	226910000
10	115070000	115230000
4	167700000	167910000
1	27500000	27740000
6	123680000	124230000
10	5820000	5980000
11	62680000	62780000
5	121150000	121990000
6	161940000	162270000
6	153670000	153890000
20	31540000	32220000
8	17030000	17090000
9	102280000	102400000
12	17550000	17620000
2	8070000	8470000
19	4570000	4740000
5	149460000	150460000
5	24240000	24750000
3	162560000	162620000
2	144450000	144540000
12	57140000	57390000
17	43470000	43580000
3	58000000	58500000
16	31180000	31280000
4	66860000	66990000
3	81370000	81480000
13	102940000	103430000
6	157050000	157670000
3	159750000	159880000
14	29650000	29810000
15	80240000	80430000
16	58590000	58690000
9	109700000	109800000
7	127580000	127950000
4	71740000	72170000
8	73840000	73980000
2	49590000	49810000
1	9580000	9630000
2	182340000	182550000
11	99140000	99270000
17	39880000	39970000
1	52520000	52620000
7	49400000	49430000
1	65560000	65980000
12	54300000	54670000
13	75980000	76210000
12	80280000	80410000
6	162390000	162520000
10	81760000	82010000
3	163070000	163180000
20	45970000	46080000
7	143110000	143130000
2	163160000	163220000
8	71330000	71360000
3	26530000	26740000
7	25290000	25520000
19	11070000	11280000
11	99410000	99670000
2	77050000	77510000
1	6670000	6920000
15	75620000	75800000
8	15210000	15810000
2	35330000	35500000
14	81840000	81980000
2	157080000	157240000
8	83910000	84010000
12	107050000	107060000
16	12110000	12510000
13	113480000	113630000
9	99810000	99870000
13	78590000	78600000
1	211460000	211660000
10	3100000	3320000
1	43930000	44110000
3	198110000	198120000
20	17430000	18000000
16	31340000	31560000
9	133340000	133510000
15	63840000	64160000
5	142790000	142870000
2	4240000	4420000
1	109920000	110080000
6	33610000	33750000
5	104770000	104880000
12	47940000	48220000
18	72470000	72620000
2	205700000	206280000
5	180320000	180650000
10	34690000	34840000
1	78700000	78830000
4	60100000	60730000
9	93030000	93690000
3	23720000	23870000
1	168210000	168330000
11	70230000	70360000
13	107930000	108120000
6	36140000	36520000
11	38390000	38590000
17	6420000	6690000
