type,AUC,90%.sens,90%.sens-0I,90%.sens-II,90%.sens-III,90%.sens-III-IV,90%.spec,95%.sens,95%.sens-0I,95%.sens-II,95%.sens-III,95%.sens-III-IV,95%.spec,98%.sens,98%.sens-0I,98%.sens-II,98%.sens-III,98%.sens-III-IV,98%.spec
ind2,0.9275,0.875,0.818,0.917,0.882,0.882,0.9,0.825,0.818,0.833,0.824,0.824,0.925,0.775,0.818,0.75,0.765,0.765,1.0
