type,AUC,85%.sens,85%.sens-0I,85%.sens-II,85%.sens-III,85%.sens-III-IV,85%.spec,90%.sens,90%.sens-0I,90%.sens-II,90%.sens-III,90%.sens-III-IV,90%.spec,95%.sens,95%.sens-0I,95%.sens-II,95%.sens-III,95%.sens-III-IV,95%.spec
train_cv,0.9324,0.842,0.855,0.794,0.824,0.824,0.869,0.819,0.831,0.765,0.804,0.804,0.907,0.735,0.747,0.676,0.706,0.706,0.953
