type,AUC,AUC-ALL,90%.sens-I,90%.sens-II,90%.sens-III,90%.sens,90%.spec,95%.sens-I,95%.sens-II,95%.sens-III,95%.sens,95%.spec,98%.sens-I,98%.sens-II,98%.sens-III,98%.sens,98%.spec
ind_zj,0.919099,0.919099,0.821,0.833,0.833,0.825,0.935,0.513,0.5,0.5,0.508,0.984,0.282,0.333,0.333,0.302,1.0
