seqID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
GLRGC0012,-30.217299842135613,-4.951564928248272,-5.780141685476522,1.0210171861624104,-3.782874952055749,1.759558852336419,-0.0017744781066035464,-0.6062426951512528,-1.4783849612201225,2.702409757411436,1.6292191205961128,-2.8766269170071386,1.420125306393955,-3.916480158976037,0.33278535054077907,-0.9742058309214793,-0.45316165761534577,1.8124834104724015,-2.3784748957965283,-2.618877656541725,-2.389277633111305,-2.726895425234161,-1.2639686665092722,2.747161004061427,-1.1042842590453772,2.757959614310642,1.4240437112031799,-0.2725418979343861,-3.949607795409907,-0.878719611805604,2.8867459026451168,-2.469551191229628,-0.38288427968889016,0.31422607457803886,-3.2790349324041776,-0.24524429379784582,0.4360911113360074,3.102357028352966,-6.855729091063806,-4.474036420033895,7.0467706199338105,1.1886858197806527,-1.25074426632338,-0.21319493351860871,-3.956177724875878,2.254133119639624,2.5431522801481643,-2.851241421368148,0.6641716330920024,2.443379350858993
GLRGC0034,-31.083114151451884,-0.600793976142491,-3.6123452063214128,-0.27153686331631927,-1.4837556624193304,1.9941138596616732,-1.338577316392396,-3.050867798488104,0.3536038350023065,0.9314023898175354,0.4898011105553382,-1.2420182682688579,-1.3519361703001416,-2.9001780156479535,-3.783310232363261,-1.1078236757190385,-0.0039400936120712726,-2.539248965461238,-0.48806052727023647,3.194667174326372,-3.1572298446652622,0.02506578961952743,-8.829621356614707,1.4951324084114692,-4.08439001463362,-1.6761643617369295,4.511966457321369,4.792034866435973,-1.7547182717403176,3.379874334780174,-2.086049442507057,-0.18239728783924128,-0.1226842427081023,-4.578158738078687,0.26387355091945536,1.1332306875918066,2.1337258980660265,-2.8306518846036863,3.8165789997396393,-2.2311612743633984,-3.189702406648784,-0.45943467433906454,4.048313551214425,-6.4366984211047,-2.249310218187869,-3.521596550936311,-3.6152417555296394,2.3747280123364534,-6.245668429372098,-0.09060944473097987
GLRGC0049,-4.555051404878341,1.7914522637079966,1.5372522856909983,6.598160010744092,-3.74858731084254,3.085084363851018,-1.1623479845978666,4.113387864053094,-1.4931326207550524,-5.165286187139431,-2.9033069754176513,-3.02542778043624,0.7861431811544423,3.3582184882943524,0.3949412081415136,1.4478930841927333,0.16345414819069454,-0.4659809999490503,-1.9052811978830257,-1.1743383893209987,1.5268864897685086,-0.13845353989332027,-2.4780119833599503,-1.1542920810025816,0.5524619316099957,-0.016493551514620976,3.2267337429542318,-1.361380329665435,-2.2317688871290833,6.3545545801286,0.6211114054485694,-1.674246066397475,1.4349584070222325,3.548434458278658,-0.2450042741254035,-4.703672001105664,-0.360187912128279,1.4937587211947176,0.8129410141580307,-1.0142533204000361,-3.4975842330427294,6.892251937847579,0.5449891960836883,-1.6481657321613166,-1.1896609814738495,1.0585940901526663,-2.6097777051701425,-0.6697467353329778,-6.276065497382872,2.910386345582612
GLRGC0062,-17.117336189462176,7.921347170310858,-0.9741527420391628,-5.973101348931724,5.693688555629189,-3.055032992509788,-2.692346334988176,-1.5524618603450033,0.8889466075746725,2.3703950777727134,-0.16316997683586898,-1.1845853479163713,-5.5856827706972645,4.8740530426443645,-1.8288001139171617,0.5101044976458362,-2.341109052189855,-0.03128814140042846,-0.9654529838946916,-0.17426928361783978,-0.3647128891263179,-4.257912004596005,0.2966235048469005,1.3768818320841216,2.5954961348741112,-2.7980120821513275,0.18583495913247636,1.497222627101385,-0.5018766400980005,0.13553126589648332,2.6926632291422528,1.6744514333441811,-0.05933530111901023,-2.583457772191338,-1.1657201134100728,-1.0676277284725766,0.060317350845782616,-1.5336176837057076,0.8276079180170557,-3.891250216330595,-3.205105935319504,1.5060187571083645,-5.162694377492205,0.9296539517808726,-1.8681384556167089,-0.3862614748581356,-0.4960948725847385,0.18133289275880476,2.095168882951993,2.9670373236521526
GLRGC0082,-6.893384241739336,4.311201194190729,0.4617002420876038,1.3558332345125066,1.9743248505003292,-0.5876507094170753,-1.6002202983883862,-1.0315328701279922,-1.9123126859014732,6.407669422104436,-0.3070809772352954,0.2900295770215833,-0.08628005500923278,-0.20959587126330528,0.7206078224832093,-2.3882427173998675,0.2574154369279436,1.0592741058633177,3.568564606248012,-1.4154359016773101,-0.0670560974190979,-1.5740646169096606,4.463681453597308,-1.8759791454557602,-1.174521418503629,1.9860443131218215,1.4706125839310935,0.5659170509485993,1.5335475653156032,-4.594946461037317,1.2792258187560752,-1.4510182784091061,-0.6105218568290678,2.4244399668649805,1.0905889426728044,6.7393097049238415,4.728524144617692,1.4388886704110955,0.36843320166333127,0.5838953866656985,0.8689661684842155,0.40090980402129045,-2.8733903839118855,6.286410376825764,5.978496623378668,-4.186644357234296,-3.4193458471103564,-1.095015506684421,0.8772694528825368,3.140844051313441
GLRGC0094,-6.085137825885503,0.062133427661751284,-3.208419088662232,-7.220579186320703,-5.931300310345159,-0.25533239054296053,-4.0657469965780555,2.4270930668971005,-4.044662253087678,-4.315366418662599,-3.3064056127098187,-1.548476357601465,2.7301105806833657,-1.2719347461170156,-0.5232690235501479,3.2449334665740803,-1.5662883985994622,-2.2191563124857043,0.21578944217647186,5.471700691728211,-1.6034819293245222,-0.3928760783749856,1.508245541081347,-1.1090201636223314,0.09827202446630834,-1.977437973670132,-6.794848112555448,6.444481872408703,1.5310612044102732,4.669971170929811,5.94222279178346,-4.834170219815367,-3.9881240977161556,8.261605602506226,-1.3083300176379873,-3.120704780884795,6.400284693647159,0.600415729073807,0.5374365986821182,2.0216531555697954,-0.1446136455648404,-0.6542817073741566,-5.57898710909716,0.40607817933282914,3.904061643549052,-1.03468949486417,1.9560584184826584,1.8928971373346648,-0.8642661699870292,-0.6352519992380578
GLRGC0099,9.241179776560497,22.024331414671387,-4.493529684692356,14.893231540395263,0.9329721579523327,0.8498100725428425,8.628175318124825,3.6859018575193603,0.20508563628911028,-3.223987598681063,2.539095309095004,-0.02403815606246233,-1.5242190058777585,1.1124630521021648,-2.0752510322732687,-2.6630158702333753,5.477940594188052,-3.1999681193593528,1.702883775660107,2.998975822899935,5.89565376102395,-3.0187054494405547,4.424101518907315,-0.08774590090924757,-3.6991429103477116,2.4374594100703404,-0.23976730210631333,2.1644027038477542,-5.0067340483836125,-0.3942271411631861,3.0229422923781963,4.942949554881459,-2.2139418218006353,-0.9711898374712868,5.323473687904537,2.3387799510860376,5.236792568946149,-7.428523342578842,1.1683208972480625,1.1701901354857767,-0.2865909019205666,2.5098919985858474,-4.509487194464191,1.1357710336849034,2.0760153275361546,2.337713489605613,-1.6700628619168139,-4.023136817816402,-1.6205766198226128,0.4469567699274551
GLRGC0104,17.02896209310413,11.018502653384752,-1.7924194415908494,11.005103860398977,1.9201664283071678,4.403470404749799,-0.3783252450710922,-0.6971984148183284,-3.2055226638937526,-2.705600862245917,5.9320349623636455,3.2836542128198314,-4.516446145724925,-8.009479965975432,-5.3064155551138255,-1.9923375483236374,5.099109978324234,1.0810235347866213,10.96235793126538,1.492232006309112,-3.721544576370874,0.7733963322857942,-0.04597787208882143,5.5837103283075145,0.1092397238550964,-9.01874088292695,1.8542702085394263,-1.5249562129293845,3.2930946863063473,-3.384553281709697,3.2590188122517856,-1.6490211591454613,-3.243707066557722,1.410773962631659,-0.182542568716627,-5.140712716546074,-4.260236868525086,-1.2620347649496342,3.0713314422146567,-3.347680986932106,-1.91845065252789,-4.843331515448329,-0.10123872843211117,4.011386683184696,-2.8078444622232674,-4.575249606560369,2.264125351576202,0.5033995135641004,1.6584635588787882,-0.8537657651075419
GLRGC0106,-23.388502770503845,4.362143216688498,0.7355484731920925,11.1249696708849,-3.9561755101228884,2.160607858174227,0.17335535295176152,7.242549410613083,-6.575572770489236,-7.558548341915804,0.20353567945681536,1.771005424709957,-1.6263109034947507,-3.1966873461508105,-5.856696688123622,-1.6638322680445432,5.419321711269873,3.2503146304991843,-0.3673472085653566,-1.8496271866771365,-1.3460957907559432,-4.942386386863987,5.336689127523364,-1.7551520412506585,0.5189889660159026,6.494252962271203,-3.1605777116133287,1.1437745131975292,0.4647139425843369,-5.284424198518905,2.3410835378454857,4.618568985266397,2.8129219858441865,-1.8077223811656593,-3.37428816023672,2.413352246718444,-2.199298190467879,7.502517642813303,2.0525815133287684,-1.4903052379862942,-2.126691619568085,-2.039350831496738,0.032691769481667604,-1.5940670973245152,-2.3913639225299637,1.9473355867239657,0.4565785719142361,1.0354640200730159,-2.112663705392648,-1.4452009948376117
GLRGC0115,-9.806588383656699,-3.0413102707844932,-3.8023894820979445,-1.8933747331773583,0.9114795127088248,-0.8448392223710641,-1.2118378964488103,-2.3877065756900584,0.08183362632300176,1.8822244745142052,0.8080361810720404,0.5855924818562185,-2.0979629790186487,1.1242250533311386,0.5760269279437177,-1.2579245305454574,-1.6289443036796656,-1.0738707638265936,0.4496433330374027,2.911056824453875,-1.5124768809985065,0.8821872963954583,-1.5007966948835583,-2.9432180270676978,0.20882216098951548,1.1598706624478181,-0.0978148809767241,3.2991292071593366,0.3923620650956285,2.5728922004331265,2.967263901925667,-2.3673148536042543,3.314536725142647,-0.9437127399480023,0.4886035654723619,1.2441382077131578,-0.2055005528284021,-3.6659636835305713,-0.2972644701708295,3.318032071726176,3.0757369708000635,-1.9558149392938717,-1.3680785222021066,-0.5797262813068006,-3.9962015816088208,-0.5150354418213116,4.5343439367800045,-0.7899753150911747,1.2655478478456723,1.6453538526889666
