seqID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
GLRGC0100,-11.465205828031285,8.32084951000797,0.5130565982687472,-1.2492686442156657,0.4050579937575519,-0.8754412287957999,-1.8303959427551462,-0.8230139139352475,-1.2623704638674378,1.4145762429429554,0.3522436625934533,0.6926342784248283,0.34983827345837176,0.9808779992914983,1.0685486522665657,-1.3012170169141728,0.0051954016861020715,1.3672363636741467,-1.4715350672072132,1.1220901622283161,-0.5675442761459836,2.19183925180614,1.0881581622814775,0.28180909173928587,0.8342254545173342,-0.05746501311789263,0.9536589392750369,1.1800223927511109,-1.0772876204180006,-2.209360344203583,-2.137807221589483,0.4972562441812865,-1.1210903505127232,0.2837877575391663,-0.14695525196202888,0.17191956334165992,0.7866459471046481,-1.155283462832692,3.0338358265040286,-1.688327054036943,0.25333718413434625,0.12837054725773964,1.3692492519059913,1.8936752081599675,-0.3202347895842588,0.7061990577199981,0.49842694587901376,1.8074797652627328,0.45695273900362404,3.6992557903030696
GLRGC0127,-22.39627462069452,-4.170892551560431,-1.6766746165503246,-4.138392797276607,2.0040742958864253,3.771695788491677,1.5497069208393914,-4.15958112260823,-5.822157788426659,0.21230679954151985,1.9616237906428493,3.729796956685822,-0.006054340704145751,1.3143345808725861,-0.466780689837157,-0.8267633615188013,-0.51740355617034,-0.5615769730128951,-0.3947023837865887,0.239267420052558,1.1814659114699688,2.3146634677800764,-1.1179238024683562,0.3933907682755332,-1.4576039542574333,2.1360583966803457,-2.2624995154233307,2.517099007028389,0.6626385946755364,0.5674631259781443,-3.607350343502497,-0.07830517004602318,-1.5938032346037652,-0.11349555251264055,2.306834471742132,2.4134066763055615,-2.1732627863213065,1.915570904802695,1.6958502328325324,-0.38614833172829954,1.5363076014000245,2.4598814368714654,-3.6842561039301516,-0.3281847050897412,-0.10582972516487754,0.595698538151374,1.234722140761687,-1.5137517951644164,1.3802912125955993,0.6108307814839263
GLRGC0260,13.795828958685783,13.362396498802475,8.17262700480193,-5.102615985884415,1.3024877582589507,3.9142088586795563,2.875582739888807,-4.511893784855146,-1.6645553453419912,-3.7243043846877444,1.2661824795834742,-0.490448214248946,-1.8930102026876854,0.5521414089256002,-0.8374071191856038,-0.344475314964439,1.6426111751045742,-3.897474300549939,1.5106485156057932,-0.44539491977045653,0.10263715265485651,-3.7882170935211525,2.7994635656292597,0.4035244857287305,-1.7571048584280116,-3.7189114934771053,0.7343843135663761,-0.5706864492650133,-1.244827290981109,-0.9527396793111313,2.9929672135457617,-3.552071376337761,2.3875363224603006,2.1299442931866066,1.4198205564183504,2.0049342989534815,-0.8851338714194625,-0.4191164728657187,-0.19398499012903297,0.3899465618070512,-0.37552806556313056,3.2254128737965044,1.456345865632336,2.01492246497159,-1.8217748973032244,-0.8308379175526903,-2.41050866298235,0.5271960611944948,-1.1293110022986148,0.9933173745243037
GLRHD0746,-14.24158120876052,0.5317532677093548,-2.0522537346688345,5.706918415949739,-3.0181654398137914,-3.948212894685781,2.8893110802911317,0.554547959417543,-0.5557049517829694,2.435968333080384,-0.6999223842216017,2.227704050086064,-2.8130967998761016,0.09592447010404687,1.4503562059581363,0.8766238914116795,0.7806138447910265,2.2417091694918514,0.015808226790276998,2.582970963836359,4.076944195044942,2.801906919105246,0.4174878474367292,-2.632106759157202,1.4832830520657545,-0.7078360495117748,2.0266554711012215,0.3272013582884253,-1.4862109515649975,0.196522966496509,0.026340312319477175,-1.6781545669738855,0.8159795302913254,-1.3464361219085186,-3.77436586198446,2.417561238493156,1.3269571419199404,-0.5401693241807288,1.640251311998255,-2.0155751632556624,-2.3583022534452636,-2.670639220830581,1.5407358415575483,-2.877390759003041,-1.3804681162847128,-4.22531609964909,0.14512142860918043,-0.2511104812670935,3.0837301153354844,-1.1428962635821867
GLRGC0122,-25.767234455025665,-6.189529657719575,-5.372446752647968,-1.6365702245866771,-0.4279439420827921,3.758071116140221,-1.7064030256701002,-0.800363385740221,3.169046785608227,1.5466916627848675,0.6940568492653963,-0.5767684067075798,2.3543089131860278,0.5511355620624804,-0.12813009774931164,1.3711793007718283,-2.6213455676653665,1.384866504689349,0.2815689723844241,2.9349778368625614,1.379977595318627,0.9486732896902137,-1.8014370220880132,0.3320883730506529,-3.542339490335052,-3.458643825755067,-1.3416120750866487,5.099394140336108,2.557683476309771,0.5173877888857177,3.610011743193331,-2.2720418784503034,0.7512191579465698,1.2674344336256735,-1.1566287066869034,1.8102289576775563,0.30123712838665895,-1.4609093120593846,-0.33368125841858626,-2.540434269767195,1.9769916657014228,0.29198212363772724,-2.2917592747166267,2.41653994936794,-2.774217464669638,-4.054641385803928,-0.9566296358714448,-1.8660779730135142,-2.763440637210828,0.2888026225151303
GLRHD0790,-3.8831693767986297,-0.6276246899455875,-5.944228310926781,0.7807245105019133,-2.660028813438505,-1.499524939986341,1.5546684373328257,1.0420111914172832,0.5886312315565088,-0.49320138964016735,0.7725607557897122,1.7421579111286685,-1.621790695153643,-1.402836310526266,-0.27328574818632734,-1.546326529318427,0.6365553506716046,-1.1697704829327067,-1.1531960453234533,-2.5376478837101573,-0.7464822274733557,2.0214964805118023,-3.836202069265426,-0.2941351051395638,1.1413079927568603,-2.2392086297003613,-0.4070593119340184,-0.14926364661774796,-1.3740781842046328,1.092737646655264,3.596958941253423,1.5347926707607473,0.9568544521886406,-1.9837806224868038,-0.9369427413288721,-0.9521742149335011,-0.11750535588687798,-0.9759433046965348,-0.07149441095774163,2.0074039525861647,-0.037631065021047294,-1.2353221616409087,-0.7742051690724461,0.7117944113587323,1.3500168102384815,-3.8617270816757605,-1.1731134549391715,0.7288929935580553,1.0333106182007816,3.015465975788068
GLRGC0256,-7.543266757977645,3.7543345953428524,0.07662985635344272,-4.566466530035677,-1.8911147801046162,-1.3560911408083003,-3.5002885909885926,-2.149847926830576,-1.317345308131435,-0.7082749142553965,-2.178721716890076,-0.3069957899843465,0.2970773571016706,0.6150185902206914,1.2154197191200664,0.10026073557516456,-2.0254386835423217,-1.0743298546827826,-2.61627035586423,6.917704790443517,1.0249866205797473,0.8985623952726806,0.19178562524806322,1.4431498198907444,-2.2346696917636564,2.003226820177468,-2.8276403993061505,-1.4549294948266636,-2.0460083134423193,1.5945488510328698,1.0938570485495966,-1.0735718689560627,-3.0112396661872283,-0.21212620207707097,-1.6758425571159297,-2.471662239694715,2.736518818399801,-1.1872715255064632,-4.354290729480601,-1.0412748035936088,2.6394717883299803,-1.0781912972109198,-3.587614544705479,-1.3436216683468758,1.5907424015518912,-0.43913776158837053,-2.5180672170749117,-3.7755876258879244,-1.4221844692258538,1.7280967218522911
GLRGC0274,5.446258364352588,-2.2735017936938084,-1.3188076758153613,3.7859953172342227,-1.9775620352012773,0.9278010572744898,-1.41020720467753,-3.0035460891373766,-1.0486284529714525,1.2394297621244403,2.0068598286518204,0.8873529478535447,-1.286395716575375,-0.9292526589184973,0.8376233098782363,0.37409230619837097,2.641271521272602,-0.8797479975679801,0.7544458104868733,-0.6525312351593634,-0.5000652267120791,-0.3185225204630601,-0.12277302329795559,-0.026764699032931025,0.29183792393291147,-1.558913459920121,-1.1697757051280513,0.7566570360509343,-2.091310991082749,0.4718685567944055,0.6468822754748376,0.3898243571920214,1.4414792509602208,0.6865014150723607,-0.48079296492841744,3.4778322625427394,0.9678455464880834,-2.3876339672946787,-0.015710536018575062,1.1486030530652827,0.6389663335658857,-2.4096252555621236,-0.05478880862251729,0.5700316656423461,-1.096230110199715,0.4237475407623855,-1.881959417512986,1.855227504103962,0.6188594115417448,-1.5439377256862084
GLRGC0017,-17.25478190422929,2.3832757470347037,-4.236100720876853,-1.6035103771720056,2.1923531051033516,-1.6708075706423946,0.30195284114862186,0.4480031692499268,3.884523477933499,1.2527226588560234,0.008317248201642388,0.44715575527949486,-1.3781473530333297,2.3124505551979895,-0.7062169192895956,-0.24033478388791313,1.6923251491676972,-1.7464928620981026,0.7676966081454998,-1.301368607869066,-0.981116208863652,-2.122891290022021,0.3809947326907278,1.162694420288907,0.26043279030612565,-2.377406780133747,-2.608179293451759,-0.17413202254315832,1.2182376131483248,-1.3124046281141084,2.3637284675256036,1.4240200192173103,-0.6451250581805382,-0.7106260007404263,3.377547084227063,1.6667000914659056,0.08027650387450387,-1.1867934186794864,1.397309882543872,-2.3433367176088367,0.028217240722025742,-0.9553923118201617,-1.5341535894962326,-1.0242591506292964,0.5949379244025396,1.093437196958191,1.1728002684823118,-0.07949671450513335,-3.289409832464789,1.8595396425774193
GLRGC0165,2.5401931949633596,1.5804957024158208,1.8439990838306217,-4.103164234265453,-2.5285764360308884,-2.6592011621969154,-2.2544001958211117,1.893971241369669,0.027772536629135584,0.941423036661962,-0.09744690261933643,-0.26093147329599664,1.2035024797593274,0.786792834163273,-3.5186228379413276,-0.8234204489254535,-0.6770073708774239,0.021469960741876258,0.4916040195043375,-0.9878929025377207,-0.07145375820219789,0.05157942936733473,-0.9933735602678745,0.5926182564392816,-1.4052091441707133,-3.0090352203584607,1.4256625038623945,-1.1639778748052254,-0.6306830692982986,-1.5358584481924469,-0.7369917105956239,-0.8500149487460028,1.0668948058435281,-1.6100444862983887,0.8472920252230457,-1.749176245287359,0.5677801587508996,3.4268901263173888,0.8227138076883898,-0.718130482499786,1.6663117234868057,0.30852530942962897,-0.2937784784067031,-1.15944666539768,-1.1471243273156475,-0.8589079861677641,1.7819445162588359,1.2035803247890886,2.471184510181759,0.8400093066360155
