seqID,pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29
GLRHD0491,9.319796676418274,-8.381725715915735,-6.981291756279663,0.8361986935281458,0.08387562934739601,1.1028101519127336,0.9923288621755939,-5.124316090882261,-1.9697323293948852,0.6105920739580084,-0.19262059261546532,-1.4247974435508404,2.1604180035932736,1.8717373414635432,-1.3915756218292912,0.2700135576539241,2.138401504453977,-2.3497260227596204,-1.3953229693243445,-2.7970575617594573,0.13076380528716014,-2.757989840851157,-2.299200636386642,1.5488778228182833,-1.105485437885042,-0.5207254009976354,1.6132779085141045,2.497771192558896,1.3562281627816892,-3.6361916633541407
GLRGC0298,-40.17780991973884,-9.669784895249428,5.163026467050787,-4.982278432241822,-2.216650079091597,4.30741468253804,-5.084597795645152,5.560375148760017,0.3515478144503398,-2.864112590703931,-1.5203371975634825,1.5071353106121825,-0.3690709121819202,-0.5117397094592837,-4.13794280266657,-1.5300366047796863,0.851190095673027,-1.0751779184404928,3.4578584619222967,-0.8283688299841722,0.6034841521151703,0.8699602639311509,-1.3948730061472172,-1.7772660007309424,-4.68037785287059,2.842625412520039,-1.6084143924866223,1.0942984169520347,1.25747617266578,0.43705236354046373
GLRGC0229,-14.451790001439278,13.705463894850674,2.843910507827615,-4.170695311382909,-7.317919880670697,1.9482521710135037,1.1294096022854314,-2.9585653195039296,2.3809636705629353,3.257682649761554,-2.577399753286503,0.33174274788319674,-1.8761816010780616,-1.1570619630408494,-2.6218871830958643,-2.619156983647616,-1.6225164531172829,0.6196969662785823,-1.2616918556476557,1.9030570527416846,-1.698077654192029,2.8676044689182945,-0.4069104362474174,-2.0742321640240524,-1.8120929893248372,0.7192623846843111,2.5065244950529575,0.8989238194726341,1.3309863402239492,0.1750027854420002
GLRHD0391,29.479983511300375,5.397030206799181,2.438780959945473,-0.044903984980976475,-1.2875852882490633,-0.8777630669268688,-0.5653455511528217,-0.7880147973973048,-2.437105848780741,0.7948793149587563,2.2948547822713525,-1.7061737606392502,0.39302760949429383,2.3253654321735366,-4.441482878813134,-0.005187325744998694,1.0355847639913238,-1.1268087775401328,3.2044200142949,3.5394092676577538,0.8648283507163133,3.3721654777675107,-3.636395805053086,-0.9665116124729445,0.9386874086934066,-1.3368594494346338,-1.3192599084304437,-1.356712447773283,-3.774283456327101,1.1134560970699843
GLRHD0518,20.35361146572139,-2.839392072248781,-0.058528921331267414,0.47769633721307314,-1.5202439408561628,-1.2349350824741565,2.4407756344708975,-6.3205816246105675,-1.8790124272231647,2.626062790516035,0.6993194891516445,1.6680309774359825,0.9344079496109459,5.2189263894857945,4.615268682267921,-2.1887657677196093,0.7122863018123577,-0.4225803959654968,0.5281231446421403,1.7236057681814787,0.489750260568207,-0.23623137413400838,-1.6884872518550345,1.2933873798260824,0.42744041721788806,-0.4086235069622036,2.562246438781756,1.0971022929138237,-1.224889644711509,1.5209620262677972
GLRHD0365,9.710575929944442,-3.406495478464999,-5.658542390794107,0.7778507959885649,1.6561505183670566,-1.9074909908927158,-1.6617013790970747,-1.9613622077855677,-0.9692031937442367,-1.6693037930332362,2.8468346549674894,-1.4090264020106154,1.100617400960906,1.3259585243036327,1.7335020483678507,-1.0579552632761926,-1.5955562021118233,-1.448758025277716,1.386462225235131,-1.361367973064963,1.9941463088416538,0.0534575769345641,-1.4028773979459748,0.07166290105907352,1.0054828905625997,0.3558765551717403,-0.5275831277957981,-0.3166911332139369,0.32274859800775674,-2.5134291507352664
GLRGC0303,-11.413521847245374,9.06064870919205,1.7948736191884003,14.52431274984622,0.08961225366331382,3.293984357328966,-4.12237672839562,6.292947227746008,0.6593554510848914,2.932131979014332,3.783767603212574,-4.6957590588539375,-0.8194714086618349,-1.809226357352867,-0.4380307261170253,-3.095662521844882,0.3008524290590252,1.8512963649292766,-1.3654425103646788,-1.572476795932944,1.419454169145669,1.4710171172384299,0.30788339849024343,-1.6499073976159342,1.751541720830117,2.1404584726175506,0.9660254912453695,0.8981313670907407,-0.5435892884880723,2.4689225223944717
GLRHD0408,4.7736595718809305,-3.0712424448146853,1.6701213086199016,1.0090253044043342,1.9001827138928369,0.647898798173304,-1.244505867562685,-1.2050375716112955,-1.794468757229569,3.104687967257484,-0.8437654028206684,2.9507848379316233,-1.9388688393114393,0.343468926587271,0.5722032718437667,0.24801738308697802,-1.0218273714633268,-1.67490334103991,-0.762169177733434,0.5828883327213137,-1.209026121545581,-0.5582011162681728,-0.18408021952727494,-0.00020703472764303787,1.5980541098530088,0.6087437993131167,-0.9097437272112949,2.2881255605790045,-1.7603830712324753,0.5507235663030247
GLRHD0387,-0.6284683489292118,-7.046812655090637,-5.203525413749437,-4.242620841367988,1.451820914124961,0.9861479979599217,1.2709469831117794,-0.9130206965932794,-0.8599548201109481,1.3192152336084506,3.2269664444010653,-0.319573693560181,-2.979953569216847,1.2801247355728602,1.3152688346832195,-2.609194657876297,1.8064487721077431,0.34675261794146006,-0.025411918013667267,-2.5755121530967435,3.861115883871519,0.5680447631743202,-0.22048251382914685,0.10189172518019063,0.20149803710563968,-2.7834941560061313,0.6421350790722397,-2.3983940546261757,0.21091234063758174,-1.2105850914426841
GLRGC0018,-9.476098906255206,3.2967094282255642,-3.638499060775979,-0.29550464142760485,-1.8049297865255438,-2.2938330421247652,-0.504901233564684,1.8585091899178932,0.14999921297908497,-3.854464213493803,1.1575198658331973,-0.24115323663028237,-2.0469846659677016,-0.044747719110604184,-2.2479941443842684,0.6218620805529502,-0.37005266476266424,0.767055965076562,0.10515224973474124,-3.118733591050428,-0.9813831310134093,-1.3604708793224876,0.5647526412900996,-5.069008921412705,-0.7847557218275154,0.5949602894460042,-0.3709300912956072,1.8236790730039814,-1.626793813240503,-1.3347816482207637
